Mods count: 318
 
jar name                                                                       | mod id (isMCreator)                      | mixin configs
justdirethings-1.5.5.jar                                                       | justdirethings                           | mixins.justdirethings.json
JustEnoughProfessions-neoforge-1.21.1-4.0.4.jar                                | justenoughprofessions                    | 
JustEnoughResources-NeoForge-1.21.1-1.6.0.17.jar                               | jeresources                              | 
keybindbundles-1.3.1.jar                                                       | keybindbundles                           | keybindbundles.mixins.json
keybindspurger-1.21.x-neoforge-1.3.3.jar                                       | keybindspurger                           | keybindspurger.mixins.json
kleeslabs-neoforge-1.21.1-21.1.7.jar                                           | kleeslabs                                | kleeslabs.neoforge.mixins.json, kleeslabs.mixins.json
konkrete_neoforge_1.9.9_MC_1.21.jar                                            | konkrete                                 | konkrete.mixins.json, konkrete.neoforge.mixins.json
kotlinforforge-5.9.0-all.jar                                                   |                                          | 
    /META-INF/jarjar/kotlinx-coroutines-core-jvm-1.10.2.jar                    |                                          | 
    /META-INF/jarjar/thedarkcolour.kfflib-5.9.0.jar                            |                                          | 
    /META-INF/jarjar/kotlin-stdlib-jdk8-2.1.21.jar                             |                                          | 
    /META-INF/jarjar/kotlin-reflect-2.1.21.jar                                 |                                          | 
    /META-INF/jarjar/thedarkcolour.kfflang-5.9.0.jar                           |                                          | 
    /META-INF/jarjar/thedarkcolour.kffmod-5.9.0.jar                            | kotlinforforge                           | 
    /META-INF/jarjar/kotlinx-coroutines-jdk8-1.10.2.jar                        |                                          | 
    /META-INF/jarjar/kotlinx-serialization-core-jvm-1.8.1.jar                  |                                          | 
    /META-INF/jarjar/kotlinx-serialization-json-jvm-1.8.1.jar                  |                                          | 
    /META-INF/jarjar/kotlin-stdlib-jdk7-2.1.21.jar                             |                                          | 
    /META-INF/jarjar/kotlin-stdlib-2.1.21.jar                                  |                                          | 
kubejs-neoforge-2101.7.1-build.181.jar                                         | kubejs                                   | kubejs.mixins.json
    /META-INF/jarjar/animated-gif-lib-for-java-animated-gif-lib-1.7.jar        |                                          | 
    /META-INF/jarjar/tiny-java-server-1.0.0-build.6.jar                        |                                          | 
kubejstweaks-0.0.9-beta.jar                                                    | kubejstweaks                             | kubejstweaks.mixins.json
laserio-1.9.11.jar                                                             | laserio                                  | 
LibX-1.21.1-6.0.6.jar                                                          | libx                                     | 
lithium-neoforge-0.15.0+mc1.21.1.jar                                           | lithium                                  | lithium.mixins.json, lithium-neoforge.mixins.json
little-big-redstone-1.4.3-beta-1.21.1.jar                                      | little_big_redstone                      | little_big_redstone.mixins.json
lmft-1.0.4+1.21-neoforge.jar                                                   | lmft                                     | lmft-common.mixins.json
lootjs-neoforge-1.21.1-3.4.3.jar                                               | lootjs                                   | lootjs.mixins.json
lootr-neoforge-1.21-1.10.35.91.jar                                             | lootr                                    | lootr-neoforge.mixins.json, lootr-common.mixins.json
luminax-1.3.1_neoforge_1.21.1.jar                                              | luminax                                  | 
matc-1.7.1.jar                                                                 | matc                                     | 
mcjtylib-1.21-9.0.12.jar                                                       | mcjtylib                                 | 
mcw-bridges-3.1.1-mc1.21.1neoforge.jar                                         | mcwbridges                               | 
mcw-doors-1.1.2-mc1.21.1neoforge.jar                                           | mcwdoors                                 | 
mcw-fences-1.2.0-1.21.1neoforge.jar                                            | mcwfences                                | 
mcw-furniture-3.3.0-mc1.21.1neoforge.jar                                       | mcwfurnitures                            | 
mcw-lights-1.1.2-mc1.21.1neoforge.jar                                          | mcwlights                                | 
mcw-paintings-1.0.5-1.21.1neoforge.jar                                         | mcwpaintings                             | 
mcw-paths-1.1.0neoforge-mc1.21.1.jar                                           | mcwpaths                                 | 
mcw-roofs-2.3.2-mc1.21.1neoforge.jar                                           | mcwroofs                                 | 
mcw-trapdoors-1.1.4-mc1.21.1neoforge.jar                                       | mcwtrpdoors                              | 
mcw-windows-2.4.0-1.21.1neoforge.jar                                           | mcwwindows                               | 
megacells-4.10.1.jar                                                           | megacells                                | megacells.mixins.json
Mekanism-1.21.1-10.7.15.81.jar                                                 | mekanism                                 | 
MekanismGenerators-1.21.1-10.7.15.81.jar                                       | mekanismgenerators                       | 
MekanismTools-1.21.1-10.7.15.81.jar                                            | mekanismtools                            | 
melody_neoforge_1.0.10_MC_1.21.jar                                             | melody                                   | melody.neoforge.mixins.json, melody.mixins.json
memorysettings-1.21-5.9.jar                                                    | memorysettings                           | memorysettings.mixins.json
merequester-neoforge-1.21.1-1.4.1.jar                                          | merequester                              | merequester.mixins.json
mi_sound_addon-1.1.2-1.21.jar                                                  | mi_sound_addon                           | mi_sound_addon.mixins.json
mifa-neoforge-1.21.x-2.1.0.jar                                                 | mifa                                     | 
mob_grinding_utils-1.1.10+mc1.21.1.jar                                         | mob_grinding_utils                       | mob_grinding_utils.mixins.json
Modern-Dynamics-0.9.6.jar                                                      | moderndynamics                           | moderndynamics.mixins.json
Modern-Industrialization-2.3.11.jar                                            | modern_industrialization                 | modern_industrialization.mixins.json, modern_industrialization.client_mixins.json
    /META-INF/jarjar/GrandPower-3.0.0.jar                                      | grandpower                               | 
modernfix-neoforge-5.24.3+mc1.21.1.jar                                         | modernfix                                | modernfix-common.mixins.json, modernfix-neoforge.mixins.json
modonomicon-1.21.1-neoforge-1.115.1.jar                                        | modonomicon                              | modonomicon.mixins.json
    /META-INF/jarjar/commonmark-0.25.1.jar                                     |                                          | 
    /META-INF/jarjar/commonmark-ext-gfm-strikethrough-0.25.1.jar               |                                          | 
    /META-INF/jarjar/commonmark-ext-ins-0.25.1.jar                             |                                          | 
modular-routers-13.2.3+mc1.21.1.jar                                            | modularrouters                           | 
monocle-0.2.1.ms.jar                                                           | monocle_locator                          | 
    /META-INF/jarjar/monocle-mod-file.jar                                      | monocle                                  | mixins.monocle.moddedshaders.json, mixins.monocle.compat.iris.json, mixins.monocle.compat.embeddium.json
        /META-INF/jarjar/glsl-transformation-lib-0.2.0-20.ge3cb096.jar         |                                          | 
moonlight-1.21-2.22.3-neoforge.jar                                             | moonlight                                | moonlight.mixins.json, moonlight-common.mixins.json
moredragoneggs-5.0.jar                                                         | moredragoneggs                           | moredragoneggs.mixins.json
moreoverlays-1.24.1-mc1.21.1-neoforge.jar                                      | moreoverlays                             | moreoverlays.mixin.json
morered-1.21.1-6.0.0.3.jar                                                     | morered                                  | morered.mixins.json
MouseTweaks-neoforge-mc1.21-2.26.1.jar                                         | mousetweaks                              | mousetweaks-fabric.mixins.json, mousetweaks.mixins.json
MysticalAgradditions-1.21.1-8.0.9.jar                                          | mysticalagradditions                     | 
MysticalAgriculture-1.21.1-8.0.19.jar                                          | mysticalagriculture                      | 
MysticalCustomization-1.21.1-6.0.0.jar                                         | mysticalcustomization                    | 
NaturesCompass-1.21.1-3.0.3-neoforge.jar                                       | naturescompass                           | 
NeoAuth-1.21.1-1.0.0.jar                                                       | neo_auth                                 | neoauth.mixins.json
NoChatReports-NEOFORGE-1.21.1-v2.9.1.jar                                       | nochatreports                            | mixins/neoforge/nochatreports-neoforge.mixins.json, mixins/common/nochatreports.mixins.json
nolijium-0.5.6.jar                                                             | nolijium                                 | nolijium.mixins.json
Not Enough Recipe Book-NEOFORGE-0.4.3+1.21.jar                                 | nerb                                     | nerb-common.mixins.json
notenoughwands-1.21-7.0.3.jar                                                  | notenoughwands                           | 
novillagerdm-1.21.1-6.0.0.jar                                                  | novillagerdm                             | 
Nullscape_1.21.x_v1.2.12.jar                                                   | nullscape                                | 
observable-5.4.4.jar                                                           | observable                               | observable.common.json
occultism-1.21.1-neoforge-1.191.0.jar                                          | occultism                                | 
occultism_kubejs-1.21.1-neoforge-1.8.0.jar                                     | occultism_kubejs                         | 
OctoLib-NEOFORGE-0.6.0.4+1.21.jar                                              | octolib                                  | octolib-common.mixins.json
    /META-INF/jars/snakeyaml-2.2.jar                                           |                                          | 
oracle_index-neoforge-0.4.1.jar                                                | oracle_index                             | oracle_index.mixins.json
    /META-INF/jars/api-0.31.1.jar                                              |                                          | 
    /META-INF/jars/endec-0.1.8.jar                                             |                                          | 
    /META-INF/jars/exp4j-0.4.8.jar                                             |                                          | 
    /META-INF/jars/gson-0.1.5.jar                                              |                                          | 
    /META-INF/jars/jankson-0.1.5.jar                                           |                                          | 
    /META-INF/jars/jankson-1.2.2.jar                                           |                                          | 
    /META-INF/jars/jsoup-1.17.2.jar                                            |                                          | 
    /META-INF/jars/langchain4j-1.0.0.jar                                       |                                          | 
    /META-INF/jars/langchain4j-core-1.0.0.jar                                  |                                          | 
    /META-INF/jars/langchain4j-embeddings-1.0.0-beta5.jar                      |                                          | 
    /META-INF/jars/langchain4j-embeddings-all-minilm-l6-v2-q-1.0.0-beta5.jar   |                                          | 
    /META-INF/jars/netty-0.1.4.jar                                             |                                          | 
    /META-INF/jars/onnxruntime-1.20.0.jar                                      |                                          | 
    /META-INF/jars/opennlp-tools-2.5.4.jar                                     |                                          | 
    /META-INF/jars/tokenizers-0.31.1.jar                                       |                                          | 
oritech-neoforge-0.17.3.jar                                                    | oritech                                  | oritech_forge.mixins.json, oritech.mixins.json
    /META-INF/jars/GrandPower-3.0.2.jar                                        | grandpower                               | 
    /META-INF/jars/endec-0.1.8.jar                                             |                                          | 
    /META-INF/jars/gson-0.1.5.jar                                              |                                          | 
    /META-INF/jars/jankson-0.1.5.jar                                           |                                          | 
    /META-INF/jars/jankson-1.2.2.jar                                           |                                          | 
    /META-INF/jars/netty-0.1.4.jar                                             |                                          | 
owo-lib-neoforge-0.12.15.5-beta.1+1.21.jar                                     | owo                                      | owo.mixins.json
    /META-INF/jars/endec-0.1.8.1.jar                                           |                                          | 
    /META-INF/jars/fabric-api-base-0.4.42+d1308dedd1.jar                       | fabric_api_base                          | 
    /META-INF/jars/gson-0.1.5.1.jar                                            |                                          | 
    /META-INF/jars/jankson-0.1.5.1.jar                                         |                                          | 
    /META-INF/jars/jankson-1.2.2.jar                                           |                                          | 
    /META-INF/jars/netty-0.1.4.1.jar                                           |                                          | 
Patchouli-1.21.1-92-NEOFORGE.jar                                               | patchouli                                | patchouli_xplat.mixins.json
PickleTweaks-1.21.1-9.0.5.jar                                                  | pickletweaks                             | 
pipe_connector-neoforge-0.5.12.jar                                             | pipe_connector                           | 
pipez-neoforge-1.21.1-1.2.19.jar                                               | pipez                                    | 
Placebo-1.21.1-9.9.1.jar                                                       | placebo                                  | placebo.mixins.json
player-animation-lib-forge-2.0.1+1.21.1.jar                                    | playeranimator                           | playerAnimator-common.mixins.json
plonk-1.21.1-10.0.6-neo.jar                                                    | plonk                                    | 
pneumaticcraft-repressurized-8.2.13+mc1.21.1.jar                               | pneumaticcraft                           | mixins.pneumaticcraft.json
pocketstorage-1.2.5+1.21.1-b3.jar                                              | pocketstorage                            | 
polylib-2100.0.3-build.172-neoforge.jar                                        | polylib                                  | polylib.mixins.json, polylib-neoforge.mixins.json
Powah-6.2.6.jar                                                                | powah                                    | 
prickle-neoforge-1.21.1-21.1.10.jar                                            | prickle                                  | prickle.mixins.json, prickle.neoforge.mixins.json
productivebees-1.21.1-13.9.0.jar                                               | productivebees                           | productivebees.mixin.json
    /META-INF/jarjar/productivelib-1.21.0-0.1.24.jar                           | productivelib                            | productivelib.mixin.json
productivefarming-1.21.1-0.2.0.jar                                             | productivefarming                        | productivefarming.mixin.json
    /META-INF/jarjar/flywheel-neoforge-1.21.1-1.0.4-30.jar                     | flywheel                                 | flywheel.impl.mixins.json, flywheel.backend.mixins.json
    /META-INF/jarjar/Ponder-NeoForge-1.21.1-1.0.61.jar                         | ponder                                   | ponder-common.mixins.json, ponder.mixins.json
    /META-INF/jarjar/productivelib-1.21.0-0.1.26.jar                           | productivelib                            | productivelib.mixin.json
productivemetalworks-1.21.1-1.10.1.jar                                         | productivemetalworks                     | 
    /META-INF/jarjar/flywheel-neoforge-1.21.1-1.0.4.jar                        | flywheel                                 | flywheel.impl.mixins.json, flywheel.backend.mixins.json
    /META-INF/jarjar/Ponder-NeoForge-1.21.1-1.0.58.jar                         | ponder                                   | ponder-common.mixins.json, ponder.mixins.json
    /META-INF/jarjar/productivelib-1.21.0-0.1.20.jar                           | productivelib                            | productivelib.mixin.json
productivetrees-1.21.1-0.7.1.jar                                               | productivetrees                          | 
    /META-INF/jarjar/productivelib-1.21.0-0.1.26.jar                           | productivelib                            | productivelib.mixin.json
PuzzlesLib-v21.1.38-1.21.1-NeoForge.jar                                        | puzzleslib                               | puzzleslib.common.mixins.json, puzzleslib.neoforge.mixins.json
pylons-1.21.1-5.2.1.jar                                                        | pylons                                   | 
railcraft-reborn-1.21.1-1.2.7.jar                                              | railcraft                                | railcraft.mixins.json
rechiseled-1.1.6a-neoforge-mc1.21.jar                                          | rechiseled                               | rechiseled.mixins.json
rechiseled_chipped-1.3-1.21.1.jar                                              | rechiseled_chipped                       | rechiseled_chipped.mixins.json
reliquary-1.21.1-2.0.59.1295.jar                                               | reliquary                                | 
resourcefullib-neoforge-1.21-3.0.12.jar                                        | resourcefullib                           | resourcefullib.mixins.json
    /META-INF/jars/bytecodecs-1.1.2.jar                                        |                                          | 
    /META-INF/jars/yabn-1.0.3.jar                                              |                                          | 
rftoolsbase-1.21-6.0.8.jar                                                     | rftoolsbase                              | 
rftoolsbuilder-1.21-7.0.3.jar                                                  | rftoolsbuilder                           | 
rftoolsutility-1.21-7.0.8.jar                                                  | rftoolsutility                           | 
rhino-2101.2.7-build.77.jar                                                    | rhino                                    | 
routers-1.21.1-1.0.11.jar                                                      | routers                                  | 
Searchables-neoforge-1.21.1-1.0.2.jar                                          | searchables                              | searchables.neoforge.mixins.json, searchables.mixins.json
sgearmetalworks-1.21.1-1.4.3.jar                                               | sgearmetalworks                          | 
shrink-2.0.1.47-neoforge.jar                                                   | shrink                                   | shrink.mixins.json
silent-gear-1.21.1-neoforge-4.0.28.1.jar                                       | silentgear                               | silentgear.mixins.json
silent-lib-1.21.1-neoforge-10.5.1.jar                                          | silentlib                                | 
silentgems-1.21.1-neoforge-5.1.2.jar                                           | silentgems                               | 
simple_weather-1.0.13.jar                                                      | simple_weather                           | simple_weather.mixins.json
SimpleBackups-1.21-4.0.19.jar                                                  | simplebackups                            | 
simplemagnets-1.1.12c-neoforge-mc1.21.jar                                      | simplemagnets                            | simplemagnets.mixins.json
simplylight-1.5.3+1.21.1-b4.jar                                                | simplylight                              | 
SkyblockBuilder-21.1.18.jar                                                    | skyblockbuilder                          | skyblockbuilder.mixins.json
SkyGUIs-21.1.6.jar                                                             | skyguis                                  | 
SmartBrainLib-neoforge-1.21.1-1.16.10.jar                                      | smartbrainlib                            | 
sophisticatedbackpacks-1.21.1-3.25.1.1328.jar                                  | sophisticatedbackpacks                   | 
sophisticatedcore-1.21.1-1.3.68.1116.jar                                       | sophisticatedcore                        | 
sophisticatedstorage-1.21.1-1.5.1.1260.jar                                     | sophisticatedstorage                     | 
soulshards-1.21-1.3.15-neoforge.jar                                            | soulshards                               | 
sound-physics-remastered-neoforge-1.21.1-1.4.15.jar                            | sound_physics_remastered                 | sound_physics_remastered.mixins.json
spark-1.10.124-neoforge.jar                                                    | spark                                    | 
SpikySpikes-v21.1.2-1.21.1-NeoForge.jar                                        | spikyspikes                              | spikyspikes.common.mixins.json, spikyspikes.neoforge.mixins.json
squatgrow-neoforge-21.1.0+mc1.21.1.jar                                         | squatgrow                                | squatgrow.mixins.json
stevescarts-1.21-1.2.16-neoforge.jar                                           | stevescarts                              | 
Super Factory Manager (SFM)-MC1.21.1-4.25.0.jar                                | sfm                                      | sfm.mixins.json
supermartijn642configlib-1.1.8-neoforge-mc1.21.jar                             | supermartijn642configlib                 | 
supermartijn642corelib-1.1.18a-neoforge-mc1.21.jar                             | supermartijn642corelib                   | supermartijn642corelib.mixins.json
supplementaries-1.21-3.4.4-neoforge.jar                                        | supplementaries                          | supplementaries-common.mixins.json, supplementaries.mixins.json
tesseract-api-neoforge-1.8.26-1.21.1.jar                                       | tesseract_api                            | tesseract_api.mixins.json, tesseract_api_tyg.mixins.json, tesseract_api_mi.mixins.json
tiab-neoforge-6.5.0.jar                                                        | tiab                                     | 
titanium-1.21-4.0.40.jar                                                       | titanium                                 | 
ToastControl-1.21.1-9.0.1.jar                                                  | toastcontrol                             | toastcontrol.mixins.json
toofast-0.7.5.7.jar                                                            | toofast                                  | toofast.mixins.json
torchmaster-neoforge-1.21.1-21.1.5-beta.jar                                    | torchmaster                              | torchmaster.mixins.json, torchmaster.neoforge.mixins.json
transfer_labels-0.1.6.jar                                                      | transfer_labels                          | transfer_labels.mixins.json
Translocators-1.21.1-2.8.0.88.jar                                              | translocators                            | 
trashcans-1.0.18c-neoforge-mc1.21.jar                                          | trashcans                                | trashcans.mixins.json
trashslot-neoforge-1.21.1-21.1.4.jar                                           | trashslot                                | trashslot.neoforge.mixins.json, trashslot.mixins.json
UsefulSlime-neoforge-1.21-1.12.1.jar                                           | usefulslime                              | usefulslime.mixins.json
utilitarian-1.21.1-0.16.1.jar                                                  | utilitarian                              | utilitarian.mixin.json
utilityvest-1.0.2_neoforge_1.21.1.jar                                          | utilityvest                              | 
valhelsia_core-neoforge-1.21.1-1.1.5.jar                                       | valhelsia_core                           | valhelsia_core-common.mixins.json, valhelsia_core.mixins.json
watut-neoforge-1.21.0-1.2.7.jar                                                | watut                                    | watut_fabric.mixins.json, watut.mixins.json
waystones-neoforge-1.21.1-21.1.22.jar                                          | waystones                                | waystones.mixins.json, waystones.neoforge.mixins.json
WitherSkeletonTweaks-1.21.1-10.1.1.jar                                         | wstweaks                                 | wstweaks.mixins.json
xnet-1.21-7.0.6.jar                                                            | xnet                                     | 
xtonesreworked-1.1.0-NF-1.21_21.0.167.jar                                      | xtonesreworked                           | 
xycraft_core-0.7.53-all.jar                                                    | xycraft_core                             | xycraft_core.mixins.json
    /META-INF/jarjar/jgrapht-core-1.4.0.jar                                    |                                          | 
    /META-INF/jarjar/jgrapht-ext-1.4.0.jar                                     |                                          | 
xycraft_machines-0.7.53.jar                                                    | xycraft_machines                         | xycraft_machines.mixins.json
xycraft_override-0.7.53.jar                                                    | xycraft_override                         | 
xycraft_world-0.7.53.jar                                                       | xycraft_world                            | 
yet_another_config_lib_v3-3.7.1+1.21.1-neoforge.jar                            | yet_another_config_lib_v3                | yacl.mixins.json, yacl-fabric.mixins.json
    /META-INF/jarjar/common-image-3.12.0.jar                                   |                                          | 
    /META-INF/jarjar/common-io-3.12.0.jar                                      |                                          | 
    /META-INF/jarjar/common-lang-3.12.0.jar                                    |                                          | 
    /META-INF/jarjar/imageio-core-3.12.0.jar                                   |                                          | 
    /META-INF/jarjar/imageio-metadata-3.12.0.jar                               |                                          | 
    /META-INF/jarjar/imageio-webp-3.12.0.jar                                   |                                          | 
    /META-INF/jarjar/gson-0.2.1.jar                                            |                                          | 
    /META-INF/jarjar/json-0.2.1.jar                                            |                                          | 
ZeroCore2-1.21.1-2.4.18.jar                                                    | zerocore                                 | zerocore.mixins.json
zume-1.1.4.jar                                                                 | zume                                     | zume.mixins.json
AE2Blackout-V1.2.3.zip (resourcepack)                                          |                                          | 
ClassicMekTextures.zip (resourcepack)                                          |                                          | 
SmoothFont_1.21.zip (resourcepack)                                             |                                          | 
